2025-12-28 21:15:42 | MainThread   | INFO     | 已存在CSV，加载并跳过模拟: simulation_results\temp_data\data_0.0062_-0.0060_-0.0060_1.csv
2025-12-28 22:00:46 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0030, TYPE=1
2025-12-28 22:01:07 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0030, TYPE=2
2025-12-28 22:01:24 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0030, TYPE=3
2025-12-28 22:02:57 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0035, TYPE=1
2025-12-28 22:03:00 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0035, TYPE=2
2025-12-28 22:03:01 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0035, TYPE=3
2025-12-28 22:04:11 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0035, TYPE=5
2025-12-28 22:04:42 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0040, TYPE=1
2025-12-28 22:05:00 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0040, TYPE=2
2025-12-28 22:05:30 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0040, TYPE=3
2025-12-28 22:05:42 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0040, TYPE=5
2025-12-28 22:06:22 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0045, TYPE=1
2025-12-28 22:06:54 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0045, TYPE=3
2025-12-28 22:07:26 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0045, TYPE=5
2025-12-28 22:07:50 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0050, TYPE=2
2025-12-28 22:07:58 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0050, TYPE=3
2025-12-28 22:08:10 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0050, TYPE=4
2025-12-28 22:08:28 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0050, TYPE=5
2025-12-28 22:08:47 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0055, TYPE=1
2025-12-28 22:09:00 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0055, TYPE=2
2025-12-28 22:09:15 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0055, Y=0.0055, TYPE=3
2025-12-28 22:10:01 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0050, Y=-0.0060, TYPE=1
2025-12-28 22:10:43 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0050, Y=-0.0060, TYPE=3
2025-12-28 22:11:51 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0050, Y=-0.0060, TYPE=5
2025-12-28 22:12:08 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0050, Y=-0.0055, TYPE=2
2025-12-28 22:12:29 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0050, Y=-0.0055, TYPE=4
2025-12-28 22:13:58 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0050, Y=-0.0050, TYPE=3
2025-12-28 22:14:22 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0050, Y=-0.0045, TYPE=2
2025-12-28 22:15:13 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0050, Y=-0.0040, TYPE=3
2025-12-28 22:15:25 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0050, Y=-0.0040, TYPE=4
2025-12-28 22:15:57 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0050, Y=-0.0035, TYPE=1
2025-12-28 22:16:19 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0050, Y=-0.0035, TYPE=3
2025-12-28 22:16:20 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0050, Y=-0.0035, TYPE=4
2025-12-28 22:22:12 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0050, Y=-0.0015, TYPE=2
2025-12-28 22:24:12 | MainThread   | INFO     | 模拟开始: TARGET=0.0062, X=-0.0050, Y=-0.0015, TYPE=5
